gtfsid;name;vltid;vltnamn;vltnamn2;;;;;
7457172;Torsby Bomansvägen;66068;Sunne kyrka;Sunne kyrka;;;;;
7457136;Torsby Boställsvägen;66076;Sunne Långgatan;Sunne Långgatan;;;;;
7457138;Torsby Brånåsvägen;66127;Sunne Pekås;Sunne Pekås;;;;;
7458961;Torsby Coop Toriarondel;66067;Sunne resecentrum;Sunne resecentrum;;;;;
7457135;Torsby Fallåsvägen;66069;Sunne Skicenter;Sunne Skicenter;;;;;
7457150;Torsby Framgårdsvägen;66080;Sunne Storgatan;Sunne Storgatan;;;;;
7458960;Torsby Fågelsångsvägen;66079;Sunne Sundsbergs gård;Sunne Sundsbergs gård;;;;;
7458962;Torsby Fågelvägen;66081;Sunne Tingshuset;Sunne Tingshuset;;;;;
7457149;Torsby Genvägen;66082;Sunne Torget;Sunne Torget;;;;;
7457116;Torsby golfbanan;66077;Sunne vårdcentral;Sunne vårdcentral;;;;;
7457072;Torsby Granevikskorset;83133;Sunnemo Folkets Hus;Sunnemo Folkets Hus;;;;;
7458965;Torsby Hagvägen;83132;Sunnemo kyrka;Sunnemo kyrka;;;;;
7457137;Torsby Henrik Sörensens;83134;Sunnemohyttan;Sunnemohyttan;;;;;
7457126;Torsby Holmesskolan;85086;Sunsa;Sunsa;;;;;
7457139;Torsby Hålvägen;80650;Sutterhöjdsvägen;Sutterhöjdsvägen;;;;;
7457117;Torsby Kyrkogatan;85087;Svanskog Centrumkiosken;Svanskog Centrumkiosken;;;;;
7457106;Torsby Mellantrakten;85088;Svanskogs Skola;Svanskogs Skola;;;;;
7457140;Torsby Norra Skärvägen;82110;Svartå;Svartå;;;;;
7457142;Torsby Nyängsvägen;87061;Sveafallen Degerfors;Sveafallen Degerfors;;;;;
7458964;Torsby Sjukhuset;87058;Sveagatan Degerfors;Sveagatan Degerfors;;;;;
7457101;Torsby Skallebyn;80651;Svedenäs;Svedenäs;;;;;
7400274;Torsby station;37174;Svenneby E45;Svenneby E45;;;;;
7457143;Torsby Sundbergsvägen;65044;Svensbyn;Svensbyn;;;;;
7457147;Torsby Svennebyvägen;66083;Svensbyåsarna;Svensbyåsarna;;;;;
7458963;Torsby Södra Fågelsångs;15047;Svenserud;Svenserud;;;;;
7457141;Torsby Södra Skärvägen;61081;Svenshult;Svenshult;;;;;
7458971;Torsby Toria center;63040;Syrsjön;Syrsjön;;;;;
7458970;Torsby Valbergsvägen;37077;Sysslebäck Kvistbergsvägen;Sysslebäck Kvistbergsvägen;;;;;
7457170;Torsby Vinkelvägen;37079;Sysslebäck Parken;Sysslebäck Parken;;;;;
7457144;Torsby Åshagen;37067;Sysslebäck Servicehuset;Sysslebäck Servicehuset;;;;;
7457134;Torsby Östmarksvägen;37078;Sysslebäcks centrum;Sysslebäcks centrum;;;;;
7457091;Torsby Övre Svenneby;84301;Sågen (Gunnarskog);Sågen (Gunnarskog);;;;;
7458324;Torskbäcken;84254;Sågmon;Sågmon;;;;;
7458882;Torstensbyn;66123;Såneby;Såneby;;;;;
7457299;Toverud;66124;Sånebytorp;Sånebytorp;;;;;
7457912;Trangärd;85090;Säffle Annelundsskolan;Säffle Annelundsskolan;;;;;
7457946;Tranhem;85137;Säffle Annelundsvägen;Säffle Annelundsvägen;;;;;
7458883;Trehörningen;85170;Säffle Annelundsvägen 22;Säffle Annelundsvägen 22;;;;;
7422217;Treskog;85171;Säffle Annelundsvägen 32;Säffle Annelundsvägen 32;;;;;
7457913;Trollsjön;85091;Säffle Backgatan;Säffle Backgatan;;;;;
7457945;Trossen;85155;Säffle Backgatan/Tabor;Säffle Backgatan/Tabor;;;;;
7457914;Trossnäs gård;85192;Säffle Björkbacken;Säffle Björkbacken;;;;;
7457943;Trossnäsvägen;85198;Säffle Bondevägen;Säffle Bondevägen;;;;;
7457915;Trossnäsvägen (rv 61/62);85180;Säffle Duse Udde Camping;Säffle Duse Udde Camping;;;;;
7458727;Trotakan;85184;Säffle Enbärsvägen 7;Säffle Enbärsvägen 7;;;;;
7411661;Trubbyn;85130;Säffle Fabriksgatan;Säffle Fabriksgatan;;;;;
7456966;Trångstad;85162;Säffle Forskningen;Säffle Forskningen;;;;;
7401420;Trångstad station;85140;Säffle Fältgatan;Säffle Fältgatan;;;;;
7457515;Trötvik;85092;Säffle Gamla Åmålsvägen;Säffle Gamla Åmålsvägen;;;;;
7458451;Tullheden;85172;Säffle Granbäcksvägen;Säffle Granbäcksvägen;;;;;
7458435;Tutemo;85093;Säffle Götavägen;Säffle Götavägen;;;;;
7458884;Tveta;85193;Säffle Götavägen 26;Säffle Götavägen 26;;;;;
7458715;Tvällen;85194;Säffle Götavägen 40;Säffle Götavägen 40;;;;;
7424632;Tvärdalen;85195;Säffle Götavägen 58;Säffle Götavägen 58;;;;;
7422242;Tynäs;85157;Säffle Hamngatan 3;Säffle Hamngatan 3;;;;;
7458692;Tyskerudsvägen;85095;Säffle Hermes;Säffle Hermes;;;;;
7458325;Tången;85045;Säffle Herrgårdsgymnasiet;Säffle Herrgårdsgymnasiet;;;;;
7458436;Täppåsen;85129;Säffle Höglunda;Säffle Höglunda;;;;;
7401360;Töcksfors Centralen;85013;Säffle Höglundaskolan;Säffle Höglundaskolan;;;;;
7463329;Töcksfors Handelspark;85422;Säffle ICA;Säffle ICA;;;;;
7425037;Töcksfors Sandviksvägen E18;85094;Säffle Jupiter;Säffle Jupiter;;;;;
7443309;Töcksfors Shoppingcente;85206;Säffle Järnvägsgatan;Säffle Järnvägsgatan;;;;;
7418006;Töcksfors Sveavägen;85200;Säffle Kaptensgården;Säffle Kaptensgården;;;;;
7404306;Töcksfors TVAB E18;85131;Säffle Karlstadsvägen;Säffle Karlstadsvägen;;;;;
7457045;Tömte;85148;Säffle Kilavägen 31;Säffle Kilavägen 31;;;;;
7457495;Uddebo servicehus;85143;Säffle Kilavägen 47;Säffle Kilavägen 47;;;;;
7458437;Uddeholm Gröna porten;85152;Säffle Kilavägen 5-3;Säffle Kilavägen 5-3;;;;;
7401361;Uddeholm kontoret;85199;Säffle Lindbacken;Säffle Lindbacken;;;;;
7425752;Uddeholm Melltorpsvägen;85142;Säffle Lindstedtsgatan;Säffle Lindstedtsgatan;;;;;
7458438;Uddeholmsgård;85208;Säffle Lugnadal;Säffle Lugnadal;;;;;
7458326;Udden;85153;Säffle Lugnadalsgatan 5;Säffle Lugnadalsgatan 5;;;;;
7457916;Udden (Getebol);85156;Säffle Magasinsgatan;Säffle Magasinsgatan;;;;;
7457120;Uggenäs;85207;Säffle Mångatan;Säffle Mångatan;;;;;
7458243;Ugglebol;85173;Säffle Norra Rolfserudsvägen;Säffle Norra Rolfserudsvägen;;;;;
7457917;Ulvsby;85185;Säffle Norra Rolfserudsvägen 34;Säffle Norra Rolfserudsvägen 34;;;;;
7422305;Ulvsby Länsmansgården;85190;Säffle Näsvägen 4;Säffle Näsvägen 4;;;;;
7435266;Ulvskär;85191;Säffle Näsvägen 5;Säffle Näsvägen 5;;;;;
7458246;Upplanda;85096;Säffle resecentrum;Säffle resecentrum;;;;;
7458214;Uppsjön;85098;Säffle sjukhus;Säffle sjukhus;;;;;
7411707;Utterbyn;85209;Säffle Sporthälla;Säffle Sporthälla;;;;;
7457301;Utteråsen;85099;Säffle Stadshuset;Säffle Stadshuset;;;;;
7411709;Uvanå;85147;Säffle Stjärngatan 7;Säffle Stjärngatan 7;;;;;
7458695;Vaggenäset;85181;Säffle Stockvägen 10;Säffle Stockvägen 10;;;;;
7422330;Vall;85182;Säffle Stockvägen 46;Säffle Stockvägen 46;;;;;
7411736;Vallargärdet väg 63;85149;Säffle Stubbmyrsvägen;Säffle Stubbmyrsvägen;;;;;
7458216;Vallsberg;85189;Säffle Sundsgatan 23;Säffle Sundsgatan 23;;;;;
7457405;Valnäs;85188;Säffle Sundsgatan 26;Säffle Sundsgatan 26;;;;;
7458721;Valnäs;85202;Säffle Säterivägen;Säffle Säterivägen;;;;;
7436013;Varån;85187;Säffle Södra Rolfserudsvägen 17;Säffle Södra Rolfserudsvägen 17;;;;;
7422321;Vassgårda;85164;Säffle Tallvägen/Gräshoppan;Säffle Tallvägen/Gräshoppan;;;;;
7411758;Ve;85163;Säffle Tallvägen/Nävret;Säffle Tallvägen/Nävret;;;;;
7457304;Verkstaden;85166;Säffle Tallvägen/Ollonborren;Säffle Tallvägen/Ollonborren;;;;;
7449890;Vibäck;85493;Säffle Tegnérhallen;Säffle Tegnérhallen;;;;;
7458716;Vikebo;85020;Säffle Tegnérskolan;Säffle Tegnérskolan;;;;;
7411781;Vikene;85183;Säffle Treabacksvägen 7;Säffle Treabacksvägen 7;;;;;
7465392;Vilhelmsnäs;85100;Säffle Vallgatan;Säffle Vallgatan;;;;;
7422351;Viljamsbol;85196;Säffle Vallgatan 25;Säffle Vallgatan 25;;;;;
7422320;Vilångsbron;85197;Säffle Vallgatan 9;Säffle Vallgatan 9;;;;;
7449878;Vinklyckan;85145;Säffle Vintergatan 13;Säffle Vintergatan 13;;;;;
7458698;Vinterstaden;85146;Säffle Vintergatan 25;Säffle Vintergatan 25;;;;;
7418007;Visnum kyrka;85144;Säffle Vintergatan 3;Säffle Vintergatan 3;;;;;
7458237;Visnum Prästgården;85204;Säffle vårdcentral;Säffle vårdcentral;;;;;
7422314;Visnums-Kil kyrka;85139;Säffle Återslöpsvägen 29;Säffle Återslöpsvägen 29;;;;;
7471335;Visnums-Kil Mossen;85138;Säffle Återslöpsvägen 39;Säffle Återslöpsvägen 39;;;;;
7458236;Visnumsudden;85174;Säffle Älvhagsgatan;Säffle Älvhagsgatan;;;;;
7458699;Vissle;85141;Säffle Älvängsgatan;Säffle Älvängsgatan;;;;;
7463326;Visten;85158;Säffle Ö:a Storgatan 6;Säffle Ö:a Storgatan 6;;;;;
7411806;Visterud;85165;Säffle Ö:a Storgatan 9;Säffle Ö:a Storgatan 9;;;;;
7422276;Visterud väg 62;84255;Sälboda gamla Konsum;Sälboda gamla Konsum;;;;;
7411808;Vitsand;84256;Sälbodavägen;Sälbodavägen;;;;;
7411810;Vittjärn;15048;Säldebråten;Säldebråten;;;;;
7458441;Vågbacken;83135;Säljheden;Säljheden;;;;;
7458454;Vågbackskorset;81372;Sälsåsen;Sälsåsen;;;;;
7457919;Vålberg Bobingatan;37080;Säterbron;Säterbron;;;;;
7457810;Vålberg Bårumsvägen;66084;Sätergården;Sätergården;;;;;
7457920;Vålberg Kedjevägen;84258;Säterud;Säterud;;;;;
7400725;Vålberg Norsplan;61082;Sätter;Sätter;;;;;
7457921;Vålberg Skolgatan;81417;Sättravägen;Sättravägen;;;;;
7457922;Vålberg Skruvstavägen;37081;Södra Amnerud;Södra Amnerud;;;;;
7421790;Vålberg station;83136;Södra Bogerud;Södra Bogerud;;;;;
7457923;Vålberg Vävargatan;80654;Södra Bohagen;Södra Bohagen;;;;;
7457924;Vålberg Åkergatan;37082;Södra Brattmon;Södra Brattmon;;;;;
7457925;Vålberg Åslidsgatan;80770;Södra Brukmon;Södra Brukmon;;;;;
7457931;Vålberg Åstorp;85073;Södra Ed;Södra Ed;;;;;
7422335;Vålberg Älvenäs;80610;Södra Edsgatan;Södra Edsgatan;;;;;
7458908;Vägverket;84298;Södra Fjöle;Södra Fjöle;;;;;
7422268;Vägvisaren;37181;Södra Fågelsångsvägen;Södra Fågelsångsvägen;;;;;
7457926;Välingevägen;62018;Södra Gersby;Södra Gersby;;;;;
7425002;Välsviken station;37106;Södra Gravol;Södra Gravol;;;;;
7411837;Väng;84260;Södra Gravås;Södra Gravås;;;;;
7411839;Vännacka affären;80357;Södra Gärdesgatan (Råtorp);Södra Gärdesgatan (Råtorp);;;;;
7457927;Värdshuset;81418;Södra Hedhultsvägen;Södra Hedhultsvägen;;;;;
7458239;Värmlands Säby;63041;Södra Hedås;Södra Hedås;;;;;
7400830;Värmlandsbro centrum;83137;Södra Höje;Södra Höje;;;;;
7458896;Värmlandsbro Mässviksvä;80646;Södra Järpetan;Södra Järpetan;;;;;
7458897;Värmlandsbro Skolan;37083;Södra Klaråsen;Södra Klaråsen;;;;;
7425597;Värmlandsbro station;82111;Södra Långban;Södra Långban;;;;;
7422290;Värmskog kyrka;83115;Södra Mossberg;Södra Mossberg;;;;;
7457243;Värningsvikstorp;85074;Södra Ny kyrka;Södra Ny kyrka;;;;;
7457122;Värnäs Campingen;81377;Södra Nässundet;Södra Nässundet;;;;;
7422350;Värnäs OKQ8;82005;Södra Prästbäcken;Södra Prästbäcken;;;;;
7422272;Väsby;84261;Södra Rackstad;Södra Rackstad;;;;;
7457397;Väsby;80657;Södra Sanna;Södra Sanna;;;;;
7458889;Väsby;85123;Södra Skane;Södra Skane;;;;;
7457796;Väse Bergvägen;83116;Södra Skoga;Södra Skoga;;;;;
7457960;Väse Bytespunkt;81345;Södra Stenåsen;Södra Stenåsen;;;;;
7457929;Väse kyrka;66128;Södra Stöpafors;Södra Stöpafors;;;;;
7457871;Väse Postkontoret;62019;Södra Tjärne;Södra Tjärne;;;;;
7457930;Väse Ringgatan;80658;Södra Tjärnmossen;Södra Tjärnmossen;;;;;
7400287;Väse station;81439;Södra Torpa;Södra Torpa;;;;;
7457896;Väse Storgatan;61083;Södra Tye;Södra Tye;;;;;
7457928;Väse Värdshuset;37131;Södra Utterbyn;Södra Utterbyn;;;;;
7458466;Västanberg;66085;Södra Viken;Södra Viken;;;;;
7457521;Västansjövägen;83138;Södra Väsby;Södra Väsby;;;;;
7457534;Västanå;66119;Södra Västerrottna;Södra Västerrottna;;;;;
7411857;Västerrottna;83139;Södra Yggenäs;Södra Yggenäs;;;;;
7457538;Västmyrsvägen;66059;Södra Ås;Södra Ås;;;;;
7458234;Västra Agen;83140;Södra Öjenäs;Södra Öjenäs;;;;;
7457537;Västra Askersbyvägen;84263;Sölje;Sölje;;;;;
7422280;Västra Deje;84262;Sölje Tångberg;Sölje Tångberg;;;;;
7411710;Västra Fågelvik;30058;Söpple (Koppom);Söpple (Koppom);;;;;
7458694;Västra Hungvik;83141;Sörby;Sörby;;;;;
7422213;Västra Hångstad;37085;Sörmark;Sörmark;;;;;
7422226;Västra Högvalta;37192;Sörmark Skola;Sörmark Skola;;;;;
7450782;Västra Jeppetorp;80659;Sörmon;Sörmon;;;;;
7458597;Västra Jössefors;80660;Sörmons Ridklubb;Sörmons Ridklubb;;;;;
7458901;Västra Kålsäter;80661;Sörmoverket;Sörmoverket;;;;;
7411459;Västra Speked;60081;Sörmyren;Sörmyren;;;;;
7458886;Västra Takene;84264;Takene (Finnebäck);Takene (Finnebäck);;;;;
7411718;Västra Tönnet;61085;Takene (Hammarö);Takene (Hammarö);;;;;
7411719;Västra Uggelsäter;37086;Tallholmen;Tallholmen;;;;;
7457129;Västra Vadje;83143;Tallhultsvägen;Tallhultsvägen;;;;;
7458700;Västra Årnäs;65045;Tenvik;Tenvik;;;;;
7424499;Västra Ämtervik;80663;Tidafors;Tidafors;;;;;
7457499;Västra Ämtervik kyrka;87037;Timsbron norra;Timsbron norra;;;;;
7457497;Västra Ämtervik Mission;87038;Timsbron södra;Timsbron södra;;;;;
7400504;Västra Ämtervik station;63042;Tjusbol;Tjusbol;;;;;
7457498;Västra Ämtervik Sundéns;63060;Tjärnheden Bytespunkt;Tjärnheden Bytespunkt;;;;;
7457358;Västsjövägen;15050;Tolita station;Tolita station;;;;;
7425751;Växvik;15059;Tolitavägen;Tolitavägen;;;;;
7458442;Yggenäs;80664;Tollerud;Tollerud;;;;;
7422295;Ålgården;84266;Toltan;Toltan;;;;;
7457228;Ålviksboden;85101;Tonerud  (Västra Kila);Tonerud (Västra Kila);;;;;
7422293;Åmot;66086;Tonerud (Rottneros);Tonerud (Rottneros);;;;;
7471336;Åmotfors Lövbladsvägen;80490;Toppstavägen;Toppstavägen;;;;;
7400307;Åmotfors station;15052;Torestavägen;Torestavägen;;;;;
7411884;Åmotfors torget;63043;Torp (Deje);Torp (Deje);;;;;
7421075;Åmotfors Vittenstensvägen;61086;Torp (Hammarö);Torp (Hammarö);;;;;
7422771;Åmål Karlbergsgymnasiet;81437;Torpa;Torpa;;;;;
7422835;Åmål Kristinebergskolan;30072;Torpetvägen;Torpetvägen;;;;;
7400076;Åmål station;66087;Torsberg;Torsberg;;;;;
7412464;Åmål Torget;37152;Torsby Alstigen;Torsby Alstigen;;;;;
7422285;Årbotten affären;37150;Torsby Bergsängsvägen;Torsby Bergsängsvägen;;;;;
7457437;Årjäng Brandstationen;37470;Torsby Bibliotek;Torsby Bibliotek;;;;;
7422198;Årjäng Kyrkerud;37093;Torsby Björklundavägen;Torsby Björklundavägen;;;;;
7424622;Årjäng Silbodalskolan;37151;Torsby Bomansvägen;Torsby Bomansvägen;;;;;
7457439;Årjäng Sågen;37115;Torsby Boställsvägen;Torsby Boställsvägen;;;;;
7424607;Årjäng Ågy-skolan;37117;Torsby Brånåsvägen;Torsby Brånåsvägen;;;;;
7400364;Årjängs busstation;37179;Torsby Coop Toriarondellen;Torsby Coop Toriarondellen;;;;;
7457520;Årnäs;37114;Torsby Fallåsvägen;Torsby Fallåsvägen;;;;;
7458702;Årnäs;37129;Torsby Framgårdsvägen;Torsby Framgårdsvägen;;;;;
7458443;Årsgärdet;37178;Torsby Fågelsångsvägen;Torsby Fågelsångsvägen;;;;;
7421339;Ås;37180;Torsby Fågelvägen;Torsby Fågelvägen;;;;;
7401425;Ås station;37128;Torsby Genvägen;Torsby Genvägen;;;;;
7471337;Åsebyn;37088;Torsby golfbanan;Torsby golfbanan;;;;;
7457500;Åsegård;37183;Torsby Hagvägen;Torsby Hagvägen;;;;;
7457360;Åsen;37116;Torsby Henrik Sörensens väg;Torsby Henrik Sörensens väg;;;;;
7458703;Åsen;37105;Torsby Holmesskolan;Torsby Holmesskolan;;;;;
7458720;Åsen (Sulvik);37089;Torsby Kyrkogatan;Torsby Kyrkogatan;;;;;
7458219;Åserud;37076;Torsby Mellantrakten;Torsby Mellantrakten;;;;;
7422346;Åshammar;37119;Torsby Norra Skärvägen;Torsby Norra Skärvägen;;;;;
7457123;Åsteby;37121;Torsby Nyängsvägen;Torsby Nyängsvägen;;;;;
7422355;Åstrand;37087;Torsby resecentrum;Torsby resecentrum;;;;;
7457244;Åsviken;37171;Torsby sjukhus;Torsby sjukhus;;;;;
7456968;Älfvik;37182;Torsby Sjukhuset;Torsby Sjukhuset;;;;;
7422279;Älgestad;37068;Torsby Skallebyn;Torsby Skallebyn;;;;;
7422283;Älgå kyrka;37091;Torsby Stjerneskolan;Torsby Stjerneskolan;;;;;
7458704;Älgå skola;37122;Torsby Sundbergsvägen;Torsby Sundbergsvägen;;;;;
7457229;Ämtvägen;37126;Torsby Svennebyvägen;Torsby Svennebyvägen;;;;;
7458969;Ängarna;37120;Torsby Södra Skärvägen;Torsby Södra Skärvägen;;;;;
7431518;Ängebäck;37176;Torsby Toria center;Torsby Toria center;;;;;
7457933;Ängebäck;37175;Torsby Valbergsvägen;Torsby Valbergsvägen;;;;;
7457501;Ängen;37149;Torsby Vinkelvägen;Torsby Vinkelvägen;;;;;
7457502;Ängenvägen;37123;Torsby Åshagen;Torsby Åshagen;;;;;
7458444;Ängfall;37113;Torsby Östmarksvägen;Torsby Östmarksvägen;;;;;
7458445;Ängfallhedsvägen;37052;Torsby Övre Svenneby;Torsby Övre Svenneby;;;;;
7457235;Ängtorp;82112;Torskbäcken;Torskbäcken;;;;;
7457361;Ängåsen;85104;Torstensbyn;Torstensbyn;;;;;
7457362;Ävjagården;61087;Toverud;Toverud;;;;;
7457503;Öjenäs;80665;Trangärd;Trangärd;;;;;
7458447;Öjenäs;80406;Trangärdstorpsvägen;Trangärdstorpsvägen;;;;;
7457363;Öjenäsvägen;80718;Tranhem;Tranhem;;;;;
7411951;Öjerud snickerifabrik;85105;Trehörningen;Trehörningen;;;;;
7401417;Öjervik station;84268;Treskog;Treskog;;;;;
7457937;Öknavägen;80668;Trollsjön;Trollsjön;;;;;
7458893;Ökne bensinstationen;80717;Trossen;Trossen;;;;;
7422220;Ölme E18 stolpen;80669;Trossnäs gård;Trossnäs gård;;;;;
7422245;Ölme kyrka E18;80715;Trossnäsvägen (Edsvalla);Trossnäsvägen (Edsvalla);;;;;
7420188;Ölme station;80670;Trossnäsvägen (Härtsöga);Trossnäsvägen (Härtsöga);;;;;
7458894;Ölserud;84314;Trotakan;Trotakan;;;;;
7411957;Ölserud kyrka;65046;Trubbyn;Trubbyn;;;;;
7457951;Öna gård;81067;Trumpeten (VTAB);Trumpeten (VTAB);;;;;
7457918;Öna skola;81076;Trutvägen;Trutvägen;;;;;
7457938;Önnerud;15053;Trångstad;Trångstad;;;;;
7457513;Önsby;15054;Trångstad station;Trångstad station;;;;;
7457939;Örtenästorp;66115;Trötvik;Trötvik;;;;;
7457506;Östanbjörke;83173;Tullheden;Tullheden;;;;;
7458707;Östanvik;83145;Tutemo;Tutemo;;;;;
7411916;Östanås;85106;Tveta;Tveta;;;;;
7457302;Östanås;84302;Tvällen;Tvällen;;;;;
7457507;Östanås;65047;Tvärdalen;Tvärdalen;;;;;
7443217;Östby;61088;Tynäs;Tynäs;;;;;
7411985;Östervallskog;61005;Tynäs brygga;Tynäs brygga;;;;;
7457435;Östervallskog skola;84270;Tyskerudsvägen;Tyskerudsvägen;;;;;
7457940;Österängarna;82113;Tången (Nordmark);Tången (Nordmark);;;;;
7400831;Östmark;83147;Täppåsen;Täppåsen;;;;;
7458708;Östra Berga;65049;Töcksfors Centralen;Töcksfors Centralen;;;;;
7404314;Östra Deje;65079;Töcksfors Handelspark;Töcksfors Handelspark;;;;;
7457365;Östra Deje Idrottsplats;65051;Töcksfors Sandviksvägen E 18;Töcksfors Sandviksvägen E 18;;;;;
7457936;Östra Fågelviks kyrka;65055;Töcksfors Shoppingcenter;Töcksfors Shoppingcenter;;;;;
7456974;Östra Gunnita;65054;Töcksfors Sveavägen;Töcksfors Sveavägen;;;;;
7458705;Östra Hungvik;65048;Töcksfors TVAB E18;Töcksfors TVAB E18;;;;;
7422214;Östra Hångstad;65073;Töcksfors vårdcentral;Töcksfors vårdcentral;;;;;
7422227;Östra Högvalta;30073;Tömte;Tömte;;;;;
7457508;Östra Ingersby;66089;Uddebo servicehus;Uddebo servicehus;;;;;
7449886;Östra Lonntorp;83176;Uddeholm;Uddeholm;;;;;
7458664;Östra Rud;83150;Uddeholm Gröna porten;Uddeholm Gröna porten;;;;;
7458710;Östra Speked;83151;Uddeholm Melltorpsvägen;Uddeholm Melltorpsvägen;;;;;
7422298;Östra Takene;83152;Uddeholmsgård;Uddeholmsgård;;;;;
7458446;Östra Tönnet;80671;Udden (Getebol);Udden (Getebol);;;;;
7411942;Östra Uggelsäter;82114;Udden (Lesjöfors);Udden (Lesjöfors);;;;;
7431760;Östra Vadje;37092;Uggenäs;Uggenäs;;;;;
7457230;Östra vägen;81430;Ugglebol;Ugglebol;;;;;
7411944;Östra Ämtervik Prästbol;80672;Ulvsby;Ulvsby;;;;;
7411991;Överberga;66090;Ulvsby Länsmansgården;Ulvsby Länsmansgården;;;;;
7457125;Överbyn;85177;Ulvskär;Ulvskär;;;;;
7458448;Övre Lid;81433;Upplanda;Upplanda;;;;;
7422359;Övre Ullerud kyrka;81388;Uppsjön;Uppsjön;;;;;
;;37094;Utterbyn;Utterbyn;;;;;
;;61090;Utteråsen;Utteråsen;;;;;
;;83153;Uvanå;Uvanå;;;;;
;;84273;Vaggenäset;Vaggenäset;;;;;
;;81389;Vall;Vall;;;;;
;;80674;Vallargärdet;Vallargärdet;;;;;
;;81390;Vallsberg;Vallsberg;;;;;
;;84308;Valnäs (Glava);Valnäs (Glava);;;;;
;;64056;Valnäs (Segmon);Valnäs (Segmon);;;;;
;;61077;Valsvägen;Valsvägen;;;;;
;;37173;Varån;Varån;;;;;
;;81392;Vassgårda;Vassgårda;;;;;
;;80675;Ve;Ve;;;;;
;;61094;Verkstaden (Hammarö);Verkstaden (Hammarö);;;;;
;;87039;Vibäck;Vibäck;;;;;
;;84303;Vikebo;Vikebo;;;;;
;;65057;Vikebotten;Vikebotten;;;;;
;;84275;Vikene;Vikene;;;;;
;;80737;Vilhelmsnäs;Vilhelmsnäs;;;;;
;;83156;Viljamsbol;Viljamsbol;;;;;
;;60082;Vilångsbron;Vilångsbron;;;;;
;;87040;Vinklyckan;Vinklyckan;;;;;
;;84277;Vinterstaden;Vinterstaden;;;;;
;;81424;Visnum Prästgården;Visnum Prästgården;;;;;
;;81393;Visnums kyrka;Visnums kyrka;;;;;
;;81580;Visnums-Kil Mossen;Visnums-Kil Mossen;;;;;
;;81402;Visnums-Kils kyrka;Visnums-Kils kyrka;;;;;
;;81423;Visnumsudden;Visnumsudden;;;;;
;;84278;Vissle;Vissle;;;;;
;;63862;Visten;Visten;;;;;
;;66093;Visterud;Visterud;;;;;
;;63044;Visterudsvägen;Visterudsvägen;;;;;
;;37096;Vitsand;Vitsand;;;;;
;;37424;Vitsand kyrka;Vitsand kyrka;;;;;
;;37097;Vittjärn;Vittjärn;;;;;
;;83157;Vågbacken;Vågbacken;;;;;
;;83177;Vågbackskorset;Vågbackskorset;;;;;
;;80679;Vålberg Bobingatan;Vålberg Bobingatan;;;;;
;;80460;Vålberg Bårumsvägen;Vålberg Bårumsvägen;;;;;
;;80680;Vålberg Kedjevägen;Vålberg Kedjevägen;;;;;
;;80678;Vålberg Norsplan;Vålberg Norsplan;;;;;
;;80681;Vålberg Skolgatan;Vålberg Skolgatan;;;;;
;;80682;Vålberg Skruvstavägen;Vålberg Skruvstavägen;;;;;
;;80683;Vålberg Vävargatan;Vålberg Vävargatan;;;;;
;;80684;Vålberg Åkergatan;Vålberg Åkergatan;;;;;
;;80685;Vålberg Åslidsgatan;Vålberg Åslidsgatan;;;;;
;;80696;Vålberg Åstorp;Vålberg Åstorp;;;;;
;;80697;Vålberg Älvenäs;Vålberg Älvenäs;;;;;
;;80719;Vålbergs station;Vålbergs station;;;;;
;;80656;Våxnäs bytespunkt;Våxnäs bytespunkt;;;;;
;;85133;Vägverket;Vägverket;;;;;
;;66094;Vägvisaren;Vägvisaren;;;;;
;;80688;Välingevägen;Välingevägen;;;;;
;;80426;Välsviken station;Välsviken station;;;;;
;;65058;Väng;Väng;;;;;
;;65059;Vännacka affären;Vännacka affären;;;;;
;;80689;Värdshuset (Edsgatan);Värdshuset (Edsgatan);;;;;
;;81426;Värmlands Säby;Värmlands Säby;;;;;
;;85112;Värmlandsbro centrum;Värmlandsbro centrum;;;;;
;;85121;Värmlandsbro Mässviksvägen;Värmlandsbro Mässviksvägen;;;;;
;;85122;Värmlandsbro Skolan;Värmlandsbro Skolan;;;;;
;;85001;Värmlandsbro station;Värmlandsbro station;;;;;
;;64047;Värmskogs kyrka;Värmskogs kyrka;;;;;
;;60101;Värningsvikstorp;Värningsvikstorp;;;;;
;;37100;Värnäs Campingen;Värnäs Campingen;;;;;
;;37099;Värnäs Q8;Värnäs Q8;;;;;
;;83158;Väsby;Väsby;;;;;
;;64048;Väsby (Grums);Väsby (Grums);;;;;
;;85113;Väsby (Nysäter);Väsby (Nysäter);;;;;
;;80444;Väse Bergvägen;Väse Bergvägen;;;;;
;;80999;Väse Bytespunkt;Väse Bytespunkt;;;;;
;;80692;Väse kyrka;Väse kyrka;;;;;
;;80593;Väse Postkontoret;Väse Postkontoret;;;;;
;;80694;Väse Ringgatan;Väse Ringgatan;;;;;
;;80691;Väse station;Väse station;;;;;
;;80644;Väse Storgatan;Väse Storgatan;;;;;
;;80690;Väse Värdshuset;Väse Värdshuset;;;;;
;;83189;Västanberg;Västanberg;;;;;
;;66121;Västansjövägen;Västansjövägen;;;;;
;;66134;Västanå;Västanå;;;;;
;;66095;Västerrottna;Västerrottna;;;;;
;;66138;Västmyrsvägen;Västmyrsvägen;;;;;
