gtfsid;name;vltid;vltnamn;vltnamn2;;;;;
7420293;Karlskoga Alfred Nobels torg;87002;Karlskoga Torget;Karlskoga Torget;;87018;Karlskoga Odlingen;Karlskoga Odlingen;
7422370;Karlskoga Björkbornsvägen;;;;;87053;Karlskoga Ekeby;Karlskoga Ekeby;
7422371;Karlskoga Bofors Industriport;;;;;87051;Karlskoga Frödingsvägen;Karlskoga Frödingsvägen;
7400176;Karlskoga busstation;87000;Karlskoga Busstation;Karlskoga Busstation;;87008;Karlskoga Rosendal Norra;Karlskoga Rosendal Norra;
7424435;Karlskoga Ekeby;;;;;80070;Karlstad Alstersgatan;Karlstad Alstersgatan;
7457716;Karlstad Algatan;80236;Karlstad Algatan;Karlstad Algatan;;80171;Karlstad Anisvägen;Karlstad Anisvägen;
7422229;Karlstad Bergvik;80267;Karlstad Bergvik;Karlstad Bergvik;;80085;Karlstad Axgatan;Karlstad Axgatan;
7457736;Karlstad Biltema;80266;Karlstad Biltema;Karlstad Biltema;;80030;Karlstad Babordsgatan;Karlstad Babordsgatan;
7457838;Karlstad Björkås;80516;Karlstad Björkås (Skoghallsvägen);Karlstad Björkås (Skoghallsvägen);;80096;Karlstad Basungatan;Karlstad Basungatan;
7457652;Karlstad Brigadmuseét;;;;;80201;Karlstad Bellevue;Karlstad Bellevue;
7410760;Karlstad busstation;;;;;80117;Karlstad Kavaljersvägen;Karlstad Kavaljersvägen;
7457822;Karlstad Cellmo;80480;Karlstad Cellmo;Karlstad Cellmo;;80019;Karlstad Bergvik Köpcenter;Karlstad Bergvik Köpcenter;
7424623;Karlstad centralsjukhus;80238;Karlstad centralsjukhus;Karlstad centralsjukhus;;80195;Karlstad Bernstadsgatan;Karlstad Bernstadsgatan;
7400070;Karlstad Centralstation;81100;Karlstad Centralstationen;Karlstad Centralstationen;;80256;Karlstad Blekegatan;Karlstad Blekegatan;
7421275;Karlstad Drottninggatan;80020;Karlstad Drottninggatan;Karlstad Drottninggatan;;80046;Karlstad Blockgatan;Karlstad Blockgatan;
7457702;Karlstad Elkroken;80220;Karlstad Elkroken;Karlstad Elkroken;;80131;Karlstad Bollas väg;Karlstad Bollas väg;
7457955;Karlstad Färjestad Trav & Aren;80775;Karlstad Färjestad Trav & Arena;Karlstad Färjestad Trav & Arena;;80146;Karlstad Brigadmuseét;Karlstad Brigadmuseét;
7457825;Karlstad Färjestadsskol;;;;;80115;Karlstad Brobyvägen;Karlstad Brobyvägen;
7457703;Karlstad Granhult;80221;Karlstad Granhult;;;80103;Karlstad Brogatan;Karlstad Brogatan;
7436021;Karlstad Gräsdalen;;;;;80344;Karlstad Bromsgatan;Karlstad Bromsgatan;
7457627;Karlstad Idalagatan;80106;Karlstad Idalagatan;Karlstad Idalagatan;;80157;Karlstad Bryngfjorden;Karlstad Bryngfjorden;
7457792;Karlstad IKEA;80433;Karlstad IKEA;Karlstad IKEA;;80050;Karlstad Bågegatan;Karlstad Bågegatan;
7457646;Karlstad Jan Ersas väg;80134;Karlstad Jan Ersas väg;Karlstad Jan Ersas väg;;80034;Karlstad Bäckebogatan;Karlstad Bäckebogatan;
7457634;Karlstad Kaprifolgatan;80113;Karlstad Kaprifolgatan;Karlstad Kaprifolgatan;;80461;Karlstad Café August;Karlstad Café August;
7423578;Karlstad Karolinen;80043;Karlstad Karolinen;Karlstad Karolinen;;80457;Karlstad Café Slusswakten;Karlstad Café Slusswakten;
7457839;Karlstad Klaraberg;80518;Karlstad Klaraberg;Karlstad Klaraberg;;80216;Karlstad Campus Futurum;Karlstad Campus Futurum;
7457628;Karlstad Klaravik;80107;Karlstad Klaravik;Karlstad Klaravik;;80517;Karlstad Dagvindsgatan;Karlstad Dagvindsgatan;
7457618;Karlstad Klarinettgatan;80093;Karlstad Klarinettgatan;Karlstad Klarinettgatan;;80235;Karlstad Dahlgrensgatan;Karlstad Dahlgrensgatan;
7457616;Karlstad Kronoparkskyrk;80404;Karlstad Klarälvsgatan;Karlstad Klarälvsgatan;;80198;Karlstad Dalagatan;Karlstad Dalagatan;
7457717;Karlstad Kvarnberget;80594;Karlstad Klasmossens IP;Karlstad Klasmossens IP;;80033;Karlstad Dammgatan;Karlstad Dammgatan;
7457594;Karlstad Kyrkogårdsallé;80317;Karlstad Konduktörsgatan;Karlstad Konduktörsgatan;;80152;Karlstad Dyevägen;Karlstad Dyevägen;
7457790;Karlstad Köpvägen;80064;Karlstad Korsets Kapell;Karlstad Korsets Kapell;;80702;Karlstad Ekrotsvägen;Karlstad Ekrotsvägen;
7423579;Karlstad Länsstyrelsen;80090;Karlstad Kronoparkens C;Karlstad Kronoparkens C;;80261;Karlstad Elverumsbron;Karlstad Elverumsbron;
7457645;Karlstad Majas väg;80091;Karlstad Kronoparkskyrkan;Karlstad Kronoparkskyrkan;;80003;Karlstad Engholmsgatan;Karlstad Engholmsgatan;
7457625;Karlstad Mellangatan;80225;Karlstad Kronoskogsgatan;Karlstad Kronoskogsgatan;;80283;Karlstad Enmyrsgatan;Karlstad Enmyrsgatan;
7457840;Karlstad Nils Holgersso;80099;Karlstad Kroppkärrsbadet;Karlstad Kroppkärrsbadet;;80487;Karlstad Fadderortsgatan;Karlstad Fadderortsgatan;
7424635;Karlstad Nobelgymnasiet;80183;Karlstad Kroppkärrsskolan;Karlstad Kroppkärrsskolan;;80095;Karlstad Fagottgatan;Karlstad Fagottgatan;
7457841;Karlstad Packhusgatan;80237;Karlstad Kvarnberget;Karlstad Kvarnberget;;80006;Karlstad Faktorigatan;Karlstad Faktorigatan;
7457842;Karlstad Penningvägen;80288;Karlstad Kvarnbergsgatan;Karlstad Kvarnbergsgatan;;80168;Karlstad Fruktvägen;Karlstad Fruktvägen;
7457578;Karlstad Ramgatan;80163;Karlstad Kvartsvägen;Karlstad Kvartsvägen;;80089;Karlstad Frödingshöjd;Karlstad Frödingshöjd;
7422197;Karlstad Residenstorget;80523;Karlstad Kvällsvindsgatan;Karlstad Kvällsvindsgatan;;80084;Karlstad Frögatan;Karlstad Frögatan;
7435989;Karlstad Romstadsvägen;80067;Karlstad Kyrkogårdsallén;Karlstad Kyrkogårdsallén;;80004;Karlstad Furustigen;Karlstad Furustigen;
7423580;Karlstad Rud väg 63;80628;Karlstad Köpmannagatan;Karlstad Köpmannagatan;;80160;Karlstad Fältspatsvägen;Karlstad Fältspatsvägen;
7457621;Karlstad Rönndungen;80431;Karlstad Köpvägen;Karlstad Köpvägen;;80032;Karlstad Färjestad Gård;Karlstad Färjestad Gård;
7457844;Karlstad Solskiftesgata;80262;Karlstad Lambergets industriområde;Karlstad Lambergets industriområde;;80224;Karlstad Gaperudsgatan;Karlstad Gaperudsgatan;
7457630;Karlstad Spårgatan;80002;Karlstad Lambergsgatan;Karlstad Lambergsgatan;;80014;Karlstad Geijersgatan;Karlstad Geijersgatan;
7425773;Karlstad Stenhagsgatan;80242;Karlstad Landerivägen;Karlstad Landerivägen;;80319;Karlstad Gelinsgatan;Karlstad Gelinsgatan;
7422249;Karlstad Sundsta/Älvkullen;80118;Karlstad Liljecronas väg;Karlstad Liljecronas väg;;80318;Karlstad Gillbergsgatan;Karlstad Gillbergsgatan;
7457650;Karlstad Södra Klaragat;80202;Karlstad Lillkullegatan;Karlstad Lillkullegatan;;80263;Karlstad Gjuterigatan 13;Karlstad Gjuterigatan 13;
7457651;Karlstad Tingvalla IP;80184;Karlstad Lingonstigen;Karlstad Lingonstigen;;;;Karlstad Granhult;
7457577;Karlstad Tingvallahalla;80222;Karlstad Lorensberg;Karlstad Lorensberg;;80514;Karlstad Idrottens hus;Karlstad Idrottens hus;
7423232;Karlstad Universitetet;80187;Karlstad Lorensbergparken;Karlstad Lorensbergparken;;80075;Karlstad Karlstad CCC;Karlstad Karlstad CCC;
7457559;Karlstad Vikenkyrkan;80255;Karlstad Lovartsgatan;Karlstad Lovartsgatan;;;;;
7457631;Karlstad Violgatan;80047;Karlstad Låglandsgatan;Karlstad Låglandsgatan;;80425;Karlstad Granliden;Karlstad Granliden;
7457629;Karlstad Västerstrandss;80230;Karlstad Långtäppan;Karlstad Långtäppan;;80282;Karlstad Granmyrsgatan;Karlstad Granmyrsgatan;
7457603;Karlstad Östra Torggata;80105;Karlstad Länsstyrelsen;Karlstad Länsstyrelsen;;80320;Karlstad Gruvgången;Karlstad Gruvgången;
7457845;Karlstadsplattan;80189;Karlstad Lövvägen;Karlstad Lövvägen;;80080;Karlstad Gruvlyckeskolan;Karlstad Gruvlyckeskolan;
7457198;Karlstorp;80133;Karlstad Majas väg;Karlstad Majas väg;;80322;Karlstad Gruvplan;Karlstad Gruvplan;
7457458;Karsbol;80173;Karlstad Malörtsvägen;Karlstad Malörtsvägen;;80162;Karlstad Gråstensvägen;Karlstad Gråstensvägen;
7458603;Karsbol;80287;Karlstad Mariebergsskogen;Karlstad Mariebergsskogen;;80502;Karlstad Gränsgatan;Karlstad Gränsgatan;
7457846;Karsvalla;80102;Karlstad Mellangatan;Karlstad Mellangatan;;80083;Karlstad Gräsdalsgatan 11;Karlstad Gräsdalsgatan 11;
7457847;Karterud;80101;Karlstad Millénsgatan;Karlstad Millénsgatan;;80495;Karlstad Gustaf Fröding;Karlstad Gustaf Fröding;
7410765;Kasenberg;80130;Karlstad Mjölnartorpet;Karlstad Mjölnartorpet;;80074;Karlstad Hagaborg;Karlstad Hagaborg;
7456931;Kil Björnbergstigen;80114;Karlstad Mor Märtas väg;Karlstad Mor Märtas väg;;80264;Karlstad Hagagatan;Karlstad Hagagatan;
7456946;Kil Dalliden;80116;Karlstad Morbror Rubens väg;Karlstad Morbror Rubens väg;;80042;Karlstad Hagatorget;Karlstad Hagatorget;
7456939;Kil Grinnemo;80223;Karlstad Mosserudsgatan;Karlstad Mosserudsgatan;;80300;Karlstad Hamnpirsgatan;Karlstad Hamnpirsgatan;
7456944;Kil Karlslund;80060;Karlstad Mossgatan;Karlstad Mossgatan;;80040;Karlstad Hantverkaregat;Karlstad Hantverkaregat;
7404319;Kil Runnevål;80119;Karlstad Mässgatan;Karlstad Mässgatan;;80313;Karlstad Hantverkaregatans servicehus;Karlstad Hantverkaregatans servicehus;
7456958;Kil Rönnbärsstigen;80063;Karlstad N Kyrkogården;Karlstad N Kyrkogården;;80120;Karlstad Henstad;Karlstad Henstad;
7400206;Kil station;80526;Karlstad Nattvindsgatan;Karlstad Nattvindsgatan;;80153;Karlstad Högforsgatan;Karlstad Högforsgatan;
7456949;Kil Vårdcentral;80519;Karlstad Nils Holgerssons Väg;Karlstad Nils Holgerssons Väg;;80217;Karlstad Höstgatan;Karlstad Höstgatan;
7410775;Kila;80065;Karlstad Nobelgymnasiet;Karlstad Nobelgymnasiet;;80289;Karlstad Hööksgatan;Karlstad Hööksgatan;
7457849;Killstad;80037;Karlstad Nobelplan;Karlstad Nobelplan;;80626;Karlstad Ilanda IP;Karlstad Ilanda IP;
7456950;Kils kyrka;80066;Karlstad Nokiagatan;Karlstad Nokiagatan;;80627;Karlstad Ilanda Köpcentrum;Karlstad Ilanda Köpcentrum;
7458023;Kilsby;80038;Karlstad Nolbygatan;Karlstad Nolbygatan;;80170;Karlstad Ingefärsvägen;Karlstad Ingefärsvägen;
7410783;Kindsjön;80151;Karlstad Norra Fjärstadsg;Karlstad Norra Fjärstadsg;;80475;Karlstad Inre hamn;Karlstad Inre hamn;
7458709;Kingselviken;80228;Karlstad Norra Rud;Karlstad Norra Rud;;;;;
7457418;Kjestad;80071;Karlstad Norrstrandsparken;Karlstad Norrstrandsparken;;80395;Karlstad Jägartorpet;Karlstad Jägartorpet;
7457079;Klarabrobacken;80192;Karlstad Norrstrandsskol;Karlstad Norrstrandsskol;;80888;Karlstad Jägartorpsvägen;Karlstad Jägartorpsvägen;
7410791;Klaråsen;80073;Karlstad Norrstrandstorget;Karlstad Norrstrandstorget;;80111;Karlstad Jättens väg;Karlstad Jättens väg;
7456951;Klaxås;80041;Karlstad Nygatan;Karlstad Nygatan;;80307;Karlstad Kanikenäsgatan;Karlstad Kanikenäsgatan;
7457850;Klingerudsvägen;80026;Karlstad Näbbgatan;Karlstad Näbbgatan;;;;;
7458606;Klässbol Affären;80588;Karlstad Nöjesfabriken;Karlstad Nöjesfabriken;;;;;
7410801;Klässbol Klädesvägen;80132;Karlstad Olas väg;Karlstad Olas väg;;;;;
7458726;Klässbol Norra infarten;80240;Karlstad Oldevigsgatan;Karlstad Oldevigsgatan;;;;;
7458725;Klässbol Passmavägen;80009;Karlstad Olovsgatan;Karlstad Olovsgatan;;;;;
7458619;Klässbols skola;80260;Karlstad Orkangatan;Karlstad Orkangatan;;;;;
7458608;Klätten;80029;Karlstad Orrholmsgaraget;Karlstad Orrholmsgaraget;;;;;
7422259;Klättåsen;80027;Karlstad Orrholmsplan;Karlstad Orrholmsplan;;;;;
7457274;Klöverud;80081;Karlstad Oskarslund;Karlstad Oskarslund;;;;;
7410802;Knappåsen;80281;Karlstad Ovanmyrsgatan;Karlstad Ovanmyrsgatan;;;;;
7458462;Knoändsvägen;80520;Karlstad Packhusgatan;Karlstad Packhusgatan;;;;;
7457459;Knutserud;80149;Karlstad Paleniusparken;Karlstad Paleniusparken;;;;;
7424999;Knöstad bytespunkt;80521;Karlstad Penningvägen;Karlstad Penningvägen;;;;;
7458836;Kocklanda;80049;Karlstad Petersbergsgatan;Karlstad Petersbergsgatan;;;;;
7458247;Kolerud;80051;Karlstad Plintgatan;Karlstad Plintgatan;;;;;
7457131;Kollerud;80190;Karlstad Polhemsgatan;Karlstad Polhemsgatan;;;;;
7471324;Kolonivägen;80017;Karlstad Pråmkanalen;Karlstad Pråmkanalen;;;;;
7401209;Kolsnäs station;80045;Karlstad Ramgatan;Karlstad Ramgatan;;;;;
7458024;Konsterudsvägen;80072;Karlstad Ransätersgatan;Karlstad Ransätersgatan;;;;;
7457049;Koppom Gamla vägen;80500;Karlstad Rattgatan;Karlstad Rattgatan;;;;;
7420186;Koppom Hierneskolan;80257;Karlstad Regnvindsgatan;Karlstad Regnvindsgatan;;;;;
7457029;Koppom Skönnerud;80164;Karlstad Renvallsvägen;Karlstad Renvallsvägen;;;;;
7400811;Koppom torget;80575;Karlstad Residenset;Karlstad Residenset;;;;;
7458614;Koppsängsvägen;80104;Karlstad Residenstorget;Karlstad Residenstorget;;;;;
7458890;Korpåsen;80576;Karlstad Romstad;Karlstad Romstad;;;;;
7457015;Korsbyn;80616;Karlstad Romstadsvägen;Karlstad Romstadsvägen;;;;;
7457047;Korterud;80316;Karlstad Rosenbad Servicehus;Karlstad Rosenbad Servicehus;;;;;
7458281;Kosundsvägen;80241;Karlstad Rosenborg;Karlstad Rosenborg;;;;;
7457851;Krakerud;80522;Karlstad Rud väg 63;Karlstad Rud väg 63;;;;;
7458610;Kranstorp;80231;Karlstad Ruds Centrum;Karlstad Ruds Centrum;;;;;
7457461;Kringeråsen;80036;Karlstad Rudsplan;Karlstad Rudsplan;;;;;
7410828;Kristinefors;80229;Karlstad Rudsskogen;Karlstad Rudsskogen;;;;;
7421811;Kristinehamn Beckasinvä;80234;Karlstad Rudsskolan;Karlstad Rudsskolan;;;;;
7458029;Kristinehamn Bele;80143;Karlstad Rådmansgatan;Karlstad Rådmansgatan;;;;;
7458160;Kristinehamn BKU Sommar;80097;Karlstad Rönndungen;Karlstad Rönndungen;;;;;
7458033;Kristinehamn Blixten;80199;Karlstad Sandelsgatan;Karlstad Sandelsgatan;;;;;
7471325;Kristinehamn Bättringsv;80574;Karlstad Sandgrund;Karlstad Sandgrund;;;;;
7458039;Kristinehamn Casco;80459;Karlstad Sannagatan;Karlstad Sannagatan;;;;;
7458040;Kristinehamn Christineh;80286;Karlstad Seminariegatan;Karlstad Seminariegatan;;;;;
7417158;Kristinehamn COOP Forum;80233;Karlstad Servicehemmet Gunnern;Karlstad Servicehemmet Gunnern;;;;;
7458166;Kristinehamn Drillsnäpp;80191;Karlstad Sidogatan;Karlstad Sidogatan;;;;;
7471326;Kristinehamn Edet;80585;Karlstad Sjöstad;Karlstad Sjöstad;;;;;
7458049;Kristinehamn Fernebogat;80154;Karlstad Skogaholm;Karlstad Skogaholm;;;;;
7458050;Kristinehamn Filipstads;80061;Karlstad Skogsbackeskolan;Karlstad Skogsbackeskolan;;;;;
7458051;Kristinehamn Fjädermoln;80427;Karlstad Skåre;Karlstad Skåre;;;;;
7458052;Kristinehamn Folkets Hu;80165;Karlstad Skåre Centrum;Karlstad Skåre Centrum;;;;;
7458054;Kristinehamn Frälsnings;80161;Karlstad Skåre Herrgård;Karlstad Skåre Herrgård;;;;;
7471327;Kristinehamn Gottbol;80167;Karlstad Skönviksvägen;Karlstad Skönviksvägen;;;;;
7423779;Kristinehamn Guldfisken;80158;Karlstad Soldattorpet;Karlstad Soldattorpet;;;;;
7458059;Kristinehamn Gångtunnel;80432;Karlstad Solhemsgatan;Karlstad Solhemsgatan;;;;;
7458060;Kristinehamn Hacklehems;80524;Karlstad Solskiftesgatan;Karlstad Solskiftesgatan;;;;;
7458062;Kristinehamn Haga Kolon;80194;Karlstad Solviksgatan;Karlstad Solviksgatan;;;;;
7458137;Kristinehamn HK center;80577;Karlstad Sommaro;Karlstad Sommaro;;;;;
7458067;Kristinehamn Höghuset;80109;Karlstad Spårgatan;Karlstad Spårgatan;;;;;
7458071;Kristinehamn Irisdal;80025;Karlstad Stadsträdgården;Karlstad Stadsträdgården;;;;;
7458076;Kristinehamn Kapurja;80015;Karlstad Stagnellska;Karlstad Stagnellska;;;;;
7458081;Kristinehamn Kostigen;80053;Karlstad Stenhagsgatan;Karlstad Stenhagsgatan;;;;;
7458085;Kristinehamn Kurlanda;80280;Karlstad Stockfallet;Karlstad Stockfallet;;;;;
7458176;Kristinehamn Kvarndamme;80169;Karlstad Stodeneskolan;Karlstad Stodeneskolan;;;;;
7457973;Kristinehamn Kyrkan;80172;Karlstad Stodenevägen;Karlstad Stodenevägen;;;;;
7458012;Kristinehamn Lagmansgat;80077;Karlstad Stora Torget;Karlstad Stora Torget;;;;;
7458092;Kristinehamn Lyran;80259;Karlstad Stormgatan;Karlstad Stormgatan;;;;;
7457984;Kristinehamn Lötbron;80155;Karlstad Strandhagag;Karlstad Strandhagag;;;;;
7458100;Kristinehamn Marielund;80301;Karlstad Strandvägen;Karlstad Strandvägen;;;;;
7458104;Kristinehamn Musseronvä;80082;Karlstad Strågatan;Karlstad Strågatan;;;;;
7458105;Kristinehamn Musseronvä;80028;Karlstad Styrbordsgatan;Karlstad Styrbordsgatan;;;;;
7471328;Kristinehamn N Undersbo;80100;Karlstad Sundsta/Älvk;Karlstad Sundsta/Älvk;;;;;
7458109;Kristinehamn Norra Ring;80039;Karlstad Sundstabadet;Karlstad Sundstabadet;;;;;
7458112;Kristinehamn Ode Balten;80141;Karlstad Sunnegatan;Karlstad Sunnegatan;;;;;
7458113;Kristinehamn Picassosku;80010;Karlstad Sveagatan;Karlstad Sveagatan;;;;;
7425768;Kristinehamn Presterud;80069;Karlstad Svinbäcken;Karlstad Svinbäcken;;;;;
7458115;Kristinehamn Presteruds;80048;Karlstad Sydvärnsgatan;Karlstad Sydvärnsgatan;;;;;
7458116;Kristinehamn Presteruds;80197;Karlstad Söderäng;Karlstad Söderäng;;;;;
7443296;Kristinehamn Ridskolan;80356;Karlstad Södra Fjärstadsgatan;Karlstad Södra Fjärstadsgatan;;;;;
7458119;Kristinehamn Rådmansgat;80144;Karlstad Södra Klaragatan;Karlstad Södra Klaragatan;;;;;
7458122;Kristinehamn Rönnebergs;80445;Karlstad Södra Kyrkogatan;Karlstad Södra Kyrkogatan;;;;;
7422368;Kristinehamn Sandfallet;80018;Karlstad Södra Råtorp;Karlstad Södra Råtorp;;;;;
7458124;Kristinehamn Sandfallsv;80098;Karlstad Talludden;Karlstad Talludden;;;;;
7458125;Kristinehamn Sandfallsv;80012;Karlstad Tegnérsgatan;Karlstad Tegnérsgatan;;;;;
7440971;Kristinehamn Sannabadet;80001;Karlstad Teknikcenter;Karlstad Teknikcenter;;;;;
7471329;Kristinehamn Sannagårde;80145;Karlstad Tingvalla IP;Karlstad Tingvalla IP;;;;;
7458131;Kristinehamn Skymningen;80343;Karlstad Tingvalla isstadion;Karlstad Tingvalla isstadion;;;;;
7421372;Kristinehamn Skäringsbo;80044;Karlstad Tingvallahallarna;Karlstad Tingvallahallarna;;;;;
7435248;Kristinehamn Skäringsbo;80181;Karlstad Tjäderstigen;Karlstad Tjäderstigen;;;;;
7458133;Kristinehamn Stadsbondg;80180;Karlstad Transtigen;Karlstad Transtigen;;;;;
7400222;Kristinehamn station;80005;Karlstad Tulegatan;Karlstad Tulegatan;;;;;
7458208;Kristinehamn Stenbiten;80068;Karlstad Ulvsbygatan 19;Karlstad Ulvsbygatan 19;;;;;
7458143;Kristinehamn Strand;80094;Karlstad Universitetet;Karlstad Universitetet;;;;;
7458145;Kristinehamn Strandskat;80182;Karlstad Uttervägen;Karlstad Uttervägen;;;;;
7458146;Kristinehamn Strandskol;80147;Karlstad Valhallagatan;Karlstad Valhallagatan;;;;;
7458147;Kristinehamn Strandväge;80243;Karlstad Vallgatan;Karlstad Vallgatan;;;;;
7458150;Kristinehamn Södermalms;80011;Karlstad Vasagatan;Karlstad Vasagatan;;;;;
7458151;Kristinehamn Södertull;80022;Karlstad Vikengatan;Karlstad Vikengatan;;;;;
7458153;Kristinehamn Södra Stak;80024;Karlstad Vikenkyrkan;Karlstad Vikenkyrkan;;;;;
7458154;Kristinehamn Södra Torg;80592;Karlstad Vikentunneln;Karlstad Vikentunneln;;;;;
7417625;Kristinehamn Trutvägen;80110;Karlstad Violgatan;Karlstad Violgatan;;;;;
7458086;Kristinehamn Vålösundsb;80486;Karlstad Vågmästaren;Karlstad Vågmästaren;;;;;
7458171;Kristinehamn Yxgränd;80314;Karlstad Vårdc. Gripen;Karlstad Vårdc. Gripen;;;;;
7458172;Kristinehamn Ämbetsgata;80087;Karlstad Vårdc. Våxnäs;Karlstad Vårdc. Våxnäs;;;;;
7458004;Kristinehamns Golfbana;80079;Karlstad Våxnäs Centrum;Karlstad Våxnäs Centrum;;;;;
7457518;Krokbäcken;80501;Karlstad Våxnäshallen;Karlstad Våxnäshallen;;;;;
7422210;Krokebol;80611;Karlstad Välsviken handelsområde;Karlstad Välsviken handelsområde;;;;;
7443290;Kroken;80254;Karlstad Värmlands Motor;Karlstad Värmlands Motor;;;;;
7435264;Krokstad;80108;Karlstad Västerstrandsskolan;Karlstad Västerstrandsskolan;;;;;
7422292;Kronan;80203;Karlstad Zakrisdal;Karlstad Zakrisdal;;;;;
7456945;Kronbacken;80156;Karlstad Älvåker;Karlstad Älvåker;;;;;
7457852;Krontorp;80112;Karlstad Ö Gustavsbergsvägen;Karlstad Ö Gustavsbergsvägen;;;;;
7458175;Krontorp;80226;Karlstad Öjenäsgatan;Karlstad Öjenäsgatan;;;;;
7458282;Kruses väg;80497;Karlstad Östra Infarten;Karlstad Östra Infarten;;;;;
7457088;Krusmon;80076;Karlstad Östra Torggatan;Karlstad Östra Torggatan;;;;;
7458345;Krösåsen;80342;KarlstadKasernhöjden;KarlstadKasernhöjden;;;;;
7458388;Kullen;80515;Karlstads busstation;Karlstads busstation;;;;;
7422328;Kungsskogen;80938;Karlstadsbuss kortbyte;Karlstadsbuss kortbyte;;;;;
7457199;Kungsskogshyttan;80528;Karlstadsplattan;Karlstadsplattan;;;;;
7457200;Kungsskogstorp;60020;Karlstorp;Karlstorp;;;;;
7457853;Kustorpsvägen;84158;Karsbol (Klässbol);Karsbol (Klässbol);;;;;
7457201;Kvarnfallet;66034;Karsbol (Sunne);Karsbol (Sunne);;;;;
7422275;Kvarntorp;80530;Karsvalla;Karsvalla;;;;;
7457241;Kväggenvägen;80531;Karterud;Karterud;;;;;
7422319;Kväggeshyttan;86001;Kasenberg;Kasenberg;;;;;
7457462;Kymstad;15003;Kil Björnbergstigen;Kil Björnbergstigen;;;;;
7457223;Kyrkstensvägen;15027;Kil Dalliden;Kil Dalliden;;;;;
7458839;Kållerud;15016;Kil Grinnemo;Kil Grinnemo;;;;;
7410871;Kålsäter;15024;Kil Karlslund;Kil Karlslund;;;;;
7457133;Kälkerud väg 239;15040;Kil Runnevål;Kil Runnevål;;;;;
7458612;Kälkesrudsvägen;15042;Kil Rönnbärsstigen;Kil Rönnbärsstigen;;;;;
7457854;Källorna;15031;Kil Vårdcentral;Kil Vårdcentral;;;;;
7458841;Källås;85107;Kila;Kila;;;;;
7457855;Kärne;80533;Killstad;Killstad;;;;;
7458177;Kärr;15032;Kils kyrka;Kils kyrka;;;;;
7404323;Kärrbackstrand;15026;Kils resecentrum;Kils resecentrum;;;;;
7458842;Kärrholmen;81078;Kilsby;Kilsby;;;;;
7458609;Kärrmossen;37032;Kindsjön;Kindsjön;;;;;
7457082;Kärrviken;84295;Kingselviken;Kingselviken;;;;;
7457856;Kätterudsvägen;65024;Kjestad;Kjestad;;;;;
7422318;Käxsundet;37033;Klarabrobacken;Klarabrobacken;;;;;
7458178;Labberud;37034;Klaråsen;Klaråsen;;;;;
7457202;Ladufallet;15033;Klaxås;Klaxås;;;;;
7457231;Laggartorp;80534;Klingerudsvägen;Klingerudsvägen;;;;;
7410897;Lakheden;84161;Klässbol Affären;Klässbol Affären;;;;;
7457203;Lanforsen;84162;Klässbol Klädesvägen;Klässbol Klädesvägen;;;;;
7458336;Lassbo;84313;Klässbol Norra infarten (väg 175);Klässbol Norra infarten (väg 175);;;;;
7410912;Lekvattnet;84312;Klässbol Passmavägen;Klässbol Passmavägen;;;;;
7401422;Lene station;84176;Klässbols skola;Klässbols skola;;;;;
7410915;Lennartsfors;84164;Klätten;Klätten;;;;;
7458615;Leran;37035;Klättåsen;Klättåsen;;;;;
7458844;Lerbyn;61043;Klöverud;Klöverud;;;;;
7457857;Lerfallet;83075;Knappåsen;Knappåsen;;;;;
7401424;Lerot station;83185;Knoändsvägen;Knoändsvägen;;;;;
7410920;Lersjöfors;66035;Knutserud;Knutserud;;;;;
7458334;Lertorp;85048;Knöstad Bytespunkt;Knöstad Bytespunkt;;;;;
7458283;Lervik;85049;Kocklanda;Kocklanda;;;;;
7400814;Lesjöfors Konsum;81434;Kolerud;Kolerud;;;;;
7458285;Lesjöfors Martinvägen;37110;Kollerud;Kollerud;;;;;
7458286;Lesjöfors Mekaniska Ver;80275;Kolonivägen;Kolonivägen;;;;;
7423178;Lesjöfors Parkgatan;66036;Kolsnäs station;Kolsnäs station;;;;;
7458287;Lesjöfors Personalhuset;2242;Kongsvinger;Kongsvinger;;;;;
7458288;Lesjöfors Skolan;81079;Konsterudsvägen;Konsterudsvägen;;;;;
7458289;Lesjöfors Skolgatan;30077;Koppom Gamla vägen;Koppom Gamla vägen;;;;;
7458333;Lesjöfors Stiftelseväge;30032;Koppom Hierneskolan;Koppom Hierneskolan;;;;;
7458291;Lesjöfors Villastaden;30053;Koppom Skönnerud;Koppom Skönnerud;;;;;
7458292;Lesjöfors Villavägen;30031;Koppom Torget;Koppom Torget;;;;;
7410923;Letafors;84171;Koppsängsvägen;Koppsängsvägen;;;;;
7410925;Leverhögen;85114;Korpåsen;Korpåsen;;;;;
7458179;Lid;30035;Korsbyn;Korsbyn;;;;;
7458391;Lid;30075;Korterud;Korterud;;;;;
7458450;Lidnäset;82056;Kosundsvägen;Kosundsvägen;;;;;
7410935;Lidsbron;80538;Krakerud;Krakerud;;;;;
7414449;Lidsbron väg 240;84166;Kranstorp;Kranstorp;;;;;
7458180;Liffland;66037;Kringeråsen;Kringeråsen;;;;;
7410936;Likenäs Allköp ICA;37036;Kristinefors;Kristinefors;;;;;
7457085;Likenäs Sjukhemmet;81082;Kristinehamn Adlersparregatan;Kristinehamn Adlersparregatan;;;;;
